term,id,fk,smog,consen,ar,fkg,fks,lwf
autism,aut60,,14.3,,16.1,13.7,44.37,16.3333333333
autism,aut61,,16.4,,18.6,15.5,23.46,13.0
autism,aut62,,14.4,,16.2,13.3,45.39,12.75
autism,aut63,,16.9,,18.0,15.6,28.57,13.5
autism,aut64,,13.1,,13.6,10.4,58.42,8.0
autism,aut65,,15.8,,18.6,15.1,40.72,16.8333333333
autism,aut66,,15.3,,19.8,15.1,40.72,11.875
autism,aut67,,15.3,,19.8,15.1,40.72,11.875
autism,aut68,,16.3,,19.1,16.3,21.43,14.125
autism,aut69,,17.7,,20.9,17.2,19.1,14.0
autism,aut70,,14.8,,16.4,14.2,37.64,16.5
autism,aut71,,14.7,,16.2,13.0,46.2,17.5
autism,aut72,,16.9,,20.5,16.4,37.27,13.5
autism,aut73,,14.2,,13.7,11.6,49.75,10.4
autism,aut74,,16.0,,16.4,14.3,26.61,6.64285714286
autism,aut75,,15.5,,16.8,14.1,38.05,16.6666666667
autism,aut76,,17.5,,18.6,15.0,30.09,8.8
autism,aut77,,15.1,,18.0,14.2,42.95,8.4
autism,aut78,,17.5,,19.5,15.9,27.86,12.125
autism,aut79,,16.5,,19.7,15.0,35.51,11.875
autism,aut80,,14.2,,16.1,13.4,39.67,6.5
autism,aut81,,15.9,,19.2,15.3,40.31,17.3333333333
autism,aut82,,13.7,,16.1,12.2,53.75,18.5
autism,aut83,,17.5,,20.8,16.8,25.42,10.7
autism,aut84,,14.4,,15.6,11.5,50.06,6.91666666667
autism,aut85,,12.8,,13.6,11.2,50.97,7.41666666667
autism,aut86,,17.8,,21.2,17.5,23.6,19.5
autism,aut87,,16.4,,17.3,14.1,38.05,10.3
autism,aut88,,15.9,,19.0,15.0,41.13,9.0
autism,aut89,,16.1,,18.0,14.6,36.73,13.5
autism,aut90,,15.2,,17.0,14.3,32.12,13.0
autism,aut91,,17.0,,20.5,16.5,31.75,24.5
autism,aut92,,14.5,,17.1,14.1,37.84,17.6666666667
autism,aut93,,14.2,,15.9,12.3,48.03,7.08333333333
autism,aut94,,16.8,,21.1,17.2,29.82,17.5
autism,aut95,,13.0,,13.4,11.4,44.95,7.25
autism,aut96,,13.8,,17.0,13.6,44.58,17.6666666667
autism,aut97,,18.6,,22.0,17.7,23.19,12.125
autism,aut98,,15.4,,16.1,13.6,39.16,8.0
autism,aut99,,15.4,,16.1,13.6,39.16,8.0
autism,aut100,,17.9,,21.3,16.9,25.22,12.75
autism,aut102,,17.7,,21.4,17.0,30.43,16.5
autism,aut103,,13.9,,15.3,12.3,42.72,8.6
autism,aut104,,12.9,,13.3,10.9,57.0,17.3333333333
autism,aut105,,13.7,,13.8,11.1,51.07,13.0
autism,aut106,,13.1,,15.4,11.9,54.56,13.0
autism,aut107,,16.2,,19.5,15.9,33.28,13.75
autism,aut108,,13.6,,14.8,11.5,50.06,7.16666666667
autism,aut109,,16.2,,18.3,14.9,35.81,11.875
autism,aut110,,16.1,,17.0,15.1,29.89,15.0
autism,aut111,,14.3,,16.1,13.4,39.77,10.3
autism,aut112,,13.8,,14.6,11.9,49.04,8.5
autism,aut113,,16.8,,18.9,15.2,35.0,17.6666666667
autism,aut114,,13.6,,13.5,11.9,49.15,12.5
autism,aut115,,16.9,,19.7,15.9,33.28,17.6666666667
autism,aut116,,13.1,,14.1,11.0,51.38,8.8
autism,aut117,,17.5,,20.8,17.0,30.54,13.125
autism,aut118,,14.8,,16.2,14.2,37.74,12.875
autism,aut119,,15.9,,17.5,14.4,37.13,6.41666666667
autism,aut120,,13.6,,13.3,12.3,37.3,7.35714285714
autism,aut121,,14.3,,14.9,12.8,41.4,13.75
autism,aut122,,17.2,,18.7,16.2,27.05,12.875
autism,aut123,,17.2,,19.3,16.2,32.46,17.5
autism,aut124,,14.1,,16.2,13.1,46.0,17.6666666667
autism,aut125,,12.8,,15.3,12.5,47.52,18.0
autism,aut126,,15.4,,18.4,14.8,41.43,10.3
autism,aut127,,15.8,,18.6,15.3,34.9,13.375
autism,aut128,,16.0,,16.9,14.5,26.2,10.7
autism,aut129,,14.1,,14.2,12.4,37.1,7.33333333333
autism,aut130,,15.8,,17.9,13.9,38.35,15.6666666667
autism,aut131,,14.6,,16.2,14.0,38.15,12.0
autism,aut132,,16.1,,17.5,14.7,30.91,11.75
autism,aut133,,14.9,,16.1,13.8,38.66,17.1666666667
autism,aut134,,15.3,,15.7,13.2,40.18,10.1
autism,aut135,,14.3,,15.1,11.5,50.06,8.2
autism,aut136,,15.8,,18.4,14.5,37.03,14.625
autism,aut137,,16.1,,18.4,14.8,41.53,18.5
autism,aut138,,14.6,,17.3,14.1,43.36,12.875
autism,aut140,,15.9,,16.1,14.0,32.94,12.0
autism,aut141,,17.3,,19.6,16.1,32.67,16.6666666667
autism,aut142,,14.7,,16.2,13.3,39.97,12.75
autism,aut143,,14.9,,16.4,13.8,33.44,18.0
autism,aut144,,16.2,,19.8,14.9,25.19,17.1666666667
autism,aut145,,15.8,,17.6,14.6,31.31,13.0
autism,aut146,,16.2,,19.1,15.4,23.77,11.2
autism,aut147,,18.9,,20.9,16.7,20.52,12.0
autism,aut148,,15.9,,17.6,14.8,36.02,16.6666666667
autism,aut149,,14.6,,16.1,12.7,41.5,11.875
autism,aut150,,19.1,,21.0,17.9,11.85,7.66666666667
autism,aut151,,14.4,,14.4,12.1,48.43,13.0
autism,aut152,,14.2,,17.1,13.1,40.48,8.1
autism,aut153,,13.3,,16.6,11.8,49.25,12.875
autism,aut154,,15.8,,18.9,14.9,30.4,11.7
autism,aut155,,15.3,,16.8,14.0,27.52,10.25
autism,aut156,,15.0,,17.3,14.1,32.63,14.875
autism,aut157,,15.0,,16.3,13.4,39.77,12.625
autism,aut158,,14.8,,19.1,15.6,33.99,17.0
autism,aut159,,16.2,,19.4,15.4,34.49,12.0
autism,aut160,,14.3,,16.8,13.9,38.35,8.41666666667
autism,aut161,,15.5,,16.3,14.1,37.94,18.0
autism,aut162,,14.3,,17.8,12.7,52.43,10.4
autism,aut163,,18.3,,22.8,18.8,25.76,17.5
autism,aut164,,17.3,,19.2,15.9,33.28,27.0
autism,aut165,,15.0,,15.2,13.3,45.39,13.5
autism,aut166,,15.2,,17.2,14.3,37.34,16.1666666667
autism,aut167,,13.9,,14.5,12.1,43.12,8.8
autism,aut168,,15.2,,16.4,13.5,39.57,12.875
autism,aut169,,15.7,,18.7,15.3,34.8,17.0
autism,aut170,,18.2,,21.4,18.0,17.07,15.375
autism,aut171,,14.9,,17.4,13.9,38.35,18.8333333333
autism,aut172,,14.0,,15.7,12.4,47.72,7.66666666667
autism,aut173,,13.8,,14.9,12.1,48.64,13.625
autism,aut174,,14.1,,15.4,12.2,48.23,18.5
autism,aut175,,15.8,,17.3,14.1,38.05,7.25
autism,aut176,,14.2,,15.3,12.7,41.6,13.5
autism,aut177,,16.6,,19.6,15.9,33.38,13.625
autism,aut178,,15.0,,17.3,13.9,38.55,12.7
autism,aut179,,14.3,,16.2,13.3,40.08,17.6666666667
autism,aut180,,16.0,,17.2,14.7,31.01,11.8
autism,aut181,,16.7,,20.1,15.8,33.48,16.5
autism,aut182,,16.0,,18.4,14.6,36.73,12.125
autism,aut183,,17.5,,19.2,16.2,27.05,12.875
autism,aut184,,12.9,,14.3,11.6,49.86,16.6666666667
autism,aut185,,18.9,,21.9,18.6,20.96,17.1666666667
autism,aut186,,15.6,,17.8,14.6,36.63,13.625
autism,aut187,,19.2,,21.9,19.0,14.43,12.875
autism,aut188,,14.6,,17.5,12.1,48.64,12.875
autism,aut189,,16.0,,18.7,14.8,36.12,7.5
autism,aut190,,15.0,,14.2,11.4,45.05,4.78571428571
autism,aut191,,15.0,,14.2,11.4,45.05,4.78571428571
autism,aut192,,13.5,,16.1,12.6,47.32,17.1666666667
autism,aut193,,12.8,,13.3,11.1,51.18,10.9
autism,aut194,,14.6,,16.6,12.5,47.42,8.9
autism,aut195,,14.0,,15.1,12.0,48.84,16.5
autism,aut196,,18.4,,22.3,18.5,26.58,17.1666666667
autism,aut197,,14.6,,15.7,12.5,52.94,12.0
autism,aut198,,15.4,,16.4,13.5,39.47,8.8
autism,aut199,,14.0,,16.5,13.9,43.77,12.75
autism,aut200,,16.4,,18.6,14.9,35.91,11.0
autism,aut201,,16.3,,18.4,14.6,36.63,14.0
autism,aut202,,15.4,,19.5,16.0,38.39,12.0
autism,aut203,,15.3,,16.4,13.8,38.86,12.375
autism,aut204,,15.2,,16.9,14.4,37.13,17.8333333333
autism,aut205,,14.7,,15.9,13.2,45.8,10.3
autism,aut206,,15.6,,18.2,15.0,35.71,13.25
autism,aut207,,15.8,,17.4,14.2,37.64,13.375
autism,aut208,,17.5,,21.3,17.4,24.0,17.5
autism,aut209,,16.9,,18.8,15.5,28.98,11.2
autism,aut210,,17.2,,19.1,16.1,32.87,18.5
autism,aut211,,13.1,,13.1,10.9,51.78,7.16666666667
autism,aut212,,14.4,,15.7,12.2,42.92,5.38888888889
autism,aut213,,13.9,,15.3,11.9,49.15,14.25
autism,aut214,,14.6,,14.8,13.1,46.0,11.75
autism,aut215,,15.0,,16.0,13.1,40.69,10.7
autism,aut216,,15.0,,16.2,13.5,39.47,13.875
autism,aut217,,17.6,,20.9,16.8,25.42,13.125
autism,aut218,,15.0,,15.8,12.4,42.41,10.9
autism,aut219,,13.8,,15.5,13.0,40.79,16.8333333333
autism,aut220,,17.2,,19.8,15.3,29.48,17.0
autism,aut221,,14.1,,17.9,14.1,43.26,18.3333333333
autism,aut222,,13.0,,13.8,10.5,58.21,11.0
autism,aut223,,12.9,,12.1,10.6,52.39,12.625
autism,aut224,,16.3,,19.8,15.0,30.3,17.5
autism,aut225,,14.9,,17.6,14.4,37.13,10.9
autism,aut227,,15.4,,14.9,13.3,34.76,10.2
autism,aut228,,16.6,,18.5,15.5,28.98,13.75
autism,aut229,,16.4,,18.7,16.1,27.35,15.5
autism,aut230,,16.0,,16.1,13.1,40.48,13.375
autism,aut231,,16.0,,18.1,14.3,42.85,17.6666666667
autism,aut232,,17.4,,20.9,16.0,16.93,6.5
autism,aut233,,13.4,,15.0,11.4,50.36,11.1
autism,aut234,,12.6,,13.7,10.8,51.99,10.1
autism,aut235,,13.4,,13.8,12.0,48.74,11.875
autism,aut236,,18.0,,20.6,17.2,24.41,24.5
autism,aut237,,15.2,,17.3,13.7,44.37,26.25
autism,aut238,,14.8,,15.2,12.6,47.32,12.25
autism,aut239,,13.6,,13.7,10.6,52.39,7.66666666667
autism,aut240,,14.4,,16.3,13.1,40.48,12.3
autism,aut241,,16.4,,18.2,15.5,34.19,10.6
autism,aut242,,14.8,,16.0,12.7,47.01,12.25
autism,aut243,,15.3,,16.4,13.3,40.08,18.6666666667
autism,aut244,,17.6,,20.9,17.6,28.91,18.3333333333
autism,aut245,,14.4,,17.1,13.2,45.8,12.5
autism,aut246,,18.5,,22.9,17.7,17.78,12.75
autism,aut247,,16.9,,20.2,15.7,33.68,16.0
autism,aut248,,13.8,,16.0,12.7,46.91,8.0
autism,aut249,,13.8,,16.1,13.0,46.1,12.0
autism,aut250,,16.4,,18.2,14.7,36.42,10.5
autism,aut251,,10.7,,13.1,8.7,62.68,7.0
autism,aut252,,16.4,,18.3,14.7,36.32,12.25
autism,aut253,,15.6,,18.1,15.0,35.71,16.3333333333
autism,aut254,,13.9,,13.7,12.1,43.22,5.71428571429
autism,aut255,,15.2,,16.3,12.6,47.32,7.8
autism,aut256,,15.0,,17.1,14.5,37.03,13.75
autism,aut257,,15.0,,17.1,14.5,37.03,13.75
autism,aut258,,16.2,,16.6,13.8,38.86,9.0
autism,aut259,,15.0,,18.0,14.8,30.8,7.83333333333
autism,aut260,,15.8,,18.1,14.3,37.44,13.5
autism,aut261,,14.1,,14.3,11.9,49.04,8.6
autism,aut262,,15.0,,16.7,13.0,46.2,13.125
autism,aut263,,15.7,,18.2,14.5,37.03,12.5
autism,aut264,,14.0,,14.7,11.4,50.46,17.8333333333
autism,aut265,,15.1,,15.4,13.0,46.1,16.3333333333
autism,aut266,,12.8,,13.4,10.7,52.29,10.2
autism,aut267,,16.3,,17.9,14.9,35.91,15.3333333333
autism,aut268,,14.3,,13.7,12.0,43.43,12.75
autism,aut269,,16.4,,17.8,14.8,30.7,10.7
autism,aut270,,15.9,,16.7,14.4,31.72,8.0
autism,aut271,,13.6,,15.3,12.4,47.72,16.3333333333
autism,aut272,,12.6,,15.7,11.6,49.96,13.25
autism,aut273,,15.2,,18.8,15.0,35.71,12.625
autism,aut274,,14.2,,15.0,13.2,40.38,13.125
autism,aut275,,16.8,,18.3,15.6,28.77,10.7
autism,aut276,,13.4,,13.5,10.3,53.31,8.0
autism,aut277,,14.5,,15.0,12.5,42.0,12.25
autism,aut278,,15.0,,17.5,13.7,44.48,17.1666666667
autism,aut279,,15.5,,16.8,13.8,33.34,14.75
autism,aut280,,12.5,,14.1,10.6,57.81,7.83333333333
autism,aut281,,13.9,,15.7,11.1,56.49,10.1
autism,aut282,,14.6,,15.9,12.9,41.19,10.5
autism,aut283,,15.4,,17.1,14.1,32.53,8.9
autism,aut284,,16.7,,19.8,16.4,32.06,18.6666666667
autism,aut285,,17.3,,19.2,15.4,29.28,12.5
autism,aut286,,16.1,,18.9,15.7,28.37,12.875
autism,aut287,,13.2,,14.3,11.1,45.86,10.9
autism,aut288,,16.3,,17.6,14.0,38.15,12.5
autism,aut289,,15.8,,17.7,13.6,33.75,8.16666666667
autism,aut290,,15.4,,16.7,13.9,43.87,12.5
autism,aut291,,14.1,,15.0,12.1,48.43,12.125
autism,aut292,,17.9,,18.1,15.7,28.47,11.2
autism,aut293,,15.9,,19.0,15.1,35.41,19.3333333333
autism,aut294,,15.8,,17.3,13.9,33.04,8.8
autism,aut295,,14.5,,14.9,13.1,40.58,10.5
autism,aut296,,16.8,,18.5,15.8,22.75,11.4
autism,aut297,,14.8,,15.8,13.9,38.55,19.5
autism,aut298,,14.1,,15.0,12.0,43.43,12.375
autism,aut299,,17.6,,20.5,15.7,33.68,14.625
autism,aut300,,15.9,,17.0,14.7,31.11,7.91666666667
autism,aut301,,17.2,,19.7,15.9,27.76,24.75
autism,aut302,,17.0,,17.1,14.6,36.73,13.0
autism,aut303,,16.1,,20.0,15.3,34.8,17.6666666667
autism,aut304,,16.0,,17.3,14.5,31.51,10.3
autism,aut305,,12.2,,11.8,9.7,54.73,7.25
autism,aut306,,13.9,,14.4,12.0,48.84,14.0
autism,aut307,,14.0,,15.1,12.7,47.01,11.875
autism,aut308,,15.6,,17.3,14.8,36.02,10.8
autism,aut309,,14.3,,14.3,11.2,45.46,7.25
autism,aut310,,13.3,,15.1,11.8,49.35,8.33333333333
autism,aut311,,14.3,,13.2,11.5,44.75,6.75
autism,aut312,,16.4,,19.3,15.4,34.49,12.625
autism,aut313,,14.4,,14.2,11.6,49.75,14.0
autism,aut314,,17.0,,19.8,16.0,27.66,15.5
autism,aut315,,16.4,,19.0,15.5,28.98,17.6666666667
autism,aut316,,14.0,,15.9,13.1,46.0,13.75
autism,aut317,,15.6,,19.6,15.3,40.31,13.5
autism,aut318,,14.7,,16.3,12.8,46.81,12.5
autism,aut319,,14.5,,14.8,12.7,41.6,16.1666666667
autism,aut320,,15.2,,16.7,13.6,39.26,10.2
autism,aut321,,15.0,,16.4,13.7,39.06,10.6
autism,aut322,,17.3,,21.1,17.7,23.29,14.125
autism,aut323,,15.8,,17.5,13.8,38.86,14.125
autism,aut324,,14.6,,14.9,12.4,42.31,12.875
autism,aut325,,13.5,,14.5,11.9,48.94,15.3333333333
autism,aut326,,16.0,,16.8,14.5,31.51,12.1
cognition,cog0,,10.7,,11.2,8.5,63.19,7.16666666667
cognition,cog1,,15.5,,18.4,14.7,31.01,10.8
cognition,cog2,,14.6,,16.0,12.5,42.11,8.4
cognition,cog3,,14.6,,16.8,13.6,44.58,10.2
cognition,cog4,,14.0,,13.4,11.8,43.93,10.4
cognition,cog5,,18.0,,18.8,16.7,25.83,15.8333333333
cognition,cog6,,16.8,,19.0,15.3,34.9,12.0
cognition,cog7,,16.0,,17.9,15.2,29.79,16.8333333333
cognition,cog8,,14.0,,13.5,11.1,51.28,6.75
cognition,cog9,,17.2,,17.6,15.4,29.28,15.6666666667
cognition,cog10,,15.7,,15.2,13.0,40.79,10.1
cognition,cog11,,15.5,,16.3,14.0,27.52,11.7
cognition,cog12,,15.6,,17.9,14.6,36.63,13.625
cognition,cog13,,15.1,,17.1,13.4,39.77,13.25
cognition,cog14,,15.3,,17.5,14.3,37.34,16.3333333333
cognition,cog15,,13.9,,15.0,11.5,50.06,11.1
cognition,cog16,,14.0,,15.1,12.2,48.23,17.8333333333
cognition,cog17,,15.1,,15.9,13.3,40.08,11.6
cognition,cog18,,18.4,,22.2,17.8,17.47,17.8333333333
cognition,cog19,,15.8,,16.8,13.4,39.67,8.83333333333
cognition,cog20,,15.6,,18.6,15.0,41.03,11.125
cognition,cog21,,12.8,,12.1,9.8,59.84,7.33333333333
cognition,cog22,,14.1,,14.7,12.1,48.54,6.66666666667
cognition,cog23,,14.9,,14.7,12.4,42.31,7.8
cognition,cog24,,13.6,,13.9,11.8,38.52,5.9375
cognition,cog25,,15.0,,15.3,12.5,42.21,13.0
cognition,cog26,,16.0,,18.4,15.2,29.69,12.2
cognition,cog27,,13.1,,13.5,10.7,52.29,8.6
cognition,cog28,,14.7,,17.8,14.4,42.65,13.875
cognition,cog29,,16.8,,19.6,16.3,26.95,10.1
cognition,cog30,,15.8,,17.3,14.4,31.72,10.7
cognition,cog31,,16.3,,16.9,14.1,32.63,8.6
cognition,cog32,,17.1,,18.7,16.0,22.34,12.8
cognition,cog33,,11.3,,11.4,8.1,69.62,12.875
cognition,cog34,,14.6,,16.9,13.1,40.69,10.6
cognition,cog35,,16.7,,19.7,17.0,25.12,20.0
cognition,cog36,,14.1,,16.4,12.4,47.83,13.75
cognition,cog37,,15.0,,15.3,12.4,42.41,8.58333333333
cognition,cog38,,14.6,,15.8,12.7,46.91,10.6
cognition,cog39,,16.8,,15.9,14.4,26.51,7.58333333333
cognition,cog40,,16.8,,15.9,14.4,26.51,7.58333333333
cognition,cog41,,13.2,,14.4,11.0,51.48,10.6
cognition,cog42,,15.3,,16.0,13.5,39.57,11.7
cognition,cog43,,12.8,,14.2,11.6,55.27,12.875
cognition,cog44,,15.5,,16.4,14.7,31.11,8.5
cognition,cog45,,12.4,,13.5,11.0,51.48,8.0
cognition,cog46,,16.7,,16.9,14.5,31.41,13.375
cognition,cog47,,15.3,,18.0,14.8,30.8,13.5
cognition,cog48,,14.3,,17.9,13.1,51.31,12.75
cognition,cog49,,13.0,,15.1,11.6,55.27,6.83333333333
cognition,cog50,,13.8,,14.6,11.5,50.16,10.1
cognition,cog51,,18.6,,20.2,17.7,17.78,17.3333333333
cognition,cog52,,13.3,,15.5,11.5,39.23,7.58333333333
cognition,cog53,,16.1,,18.4,14.9,30.5,12.5
cognition,cog54,,16.9,,19.9,16.7,25.83,11.3
cognition,cog55,,16.6,,17.6,13.9,38.55,16.3333333333
cognition,cog56,,16.7,,19.6,16.6,26.14,14.625
cognition,cog57,,15.1,,16.3,14.2,37.74,12.75
cognition,cog58,,16.4,,18.6,15.5,23.46,13.0
cognition,cog59,,13.8,,15.3,12.3,42.72,5.42857142857
cognition,cog60,,16.3,,17.4,13.9,38.45,12.5
cognition,cog61,,12.7,,13.3,10.9,51.68,13.125
cognition,cog62,,15.8,,18.9,14.3,37.44,11.375
cognition,cog63,,15.0,,16.3,14.1,37.84,16.0
cognition,cog64,,17.4,,18.4,14.9,30.4,12.375
cognition,cog65,,16.3,,19.7,16.3,32.26,19.5
cognition,cog66,,12.8,,14.1,11.4,50.36,6.83333333333
cognition,cog67,,14.6,,18.9,14.3,42.75,13.0
cognition,cog68,,16.2,,17.3,14.1,37.84,17.1666666667
cognition,cog69,,15.2,,17.1,13.5,44.98,11.75
cognition,cog70,,14.7,,14.9,12.5,47.62,13.0
cognition,cog71,,15.0,,15.4,13.1,40.69,7.5
cognition,cog72,,13.4,,13.8,11.8,43.83,7.75
cognition,cog73,,15.9,,19.0,15.0,41.13,9.0
cognition,cog74,,16.4,,17.3,14.1,38.05,10.3
cognition,cog75,,14.6,,15.8,13.4,45.09,19.1666666667
cognition,cog76,,17.1,,20.4,16.8,25.42,12.0
cognition,cog77,,14.8,,16.6,13.0,46.3,17.1666666667
cognition,cog78,,15.6,,17.4,13.8,44.17,17.3333333333
cognition,cog79,,13.0,,13.2,11.0,51.38,13.0
cognition,cog80,,14.8,,17.6,13.9,43.77,16.3333333333
cognition,cog81,,12.6,,13.4,10.7,57.71,12.75
cognition,cog82,,14.6,,13.9,12.2,42.92,6.16666666667
cognition,cog83,,14.8,,17.2,13.4,45.09,15.3333333333
cognition,cog84,,15.8,,17.3,15.1,40.72,12.375
cognition,cog85,,16.3,,18.3,14.5,36.93,13.0
cognition,cog86,,15.0,,17.2,13.8,44.17,17.0
cognition,cog87,,13.8,,14.6,11.9,49.04,8.5
cognition,cog88,,14.1,,14.8,11.7,44.14,6.5
cognition,cog89,,13.8,,15.1,11.3,45.25,10.3
cognition,cog90,,16.5,,18.1,14.8,30.7,8.83333333333
cognition,cog91,,15.9,,17.9,13.6,33.85,10.1
cognition,cog92,,22.2,,28.6,22.6,-5.75,17.0
cognition,cog93,,14.5,,15.3,13.1,35.27,6.64285714286
cognition,cog94,,17.5,,21.3,17.1,30.23,18.0
cognition,cog95,,15.7,,17.4,14.0,38.25,27.5
cognition,cog96,,14.9,,16.5,13.5,39.47,13.0
cognition,cog97,,16.0,,16.9,14.5,26.2,10.7
cognition,cog98,,17.6,,20.3,17.3,29.72,23.0
cognition,cog99,,14.6,,18.7,14.8,36.12,11.875
cognition,cog100,,15.9,,17.6,14.4,37.13,14.0
cognition,cog101,,14.4,,15.2,12.5,47.42,12.625
cognition,cog102,,16.5,,18.2,15.6,34.09,17.6666666667
cognition,cog103,,15.8,,17.9,13.9,38.35,15.6666666667
cognition,cog104,,14.2,,15.0,12.2,48.23,12.875
cognition,cog105,,16.1,,17.5,14.7,30.91,11.75
cognition,cog106,,15.6,,17.4,14.6,36.63,13.125
cognition,cog107,,13.2,,12.2,10.8,51.89,11.75
cognition,cog108,,16.8,,19.6,15.7,33.88,13.125
cognition,cog109,,14.0,,15.8,12.6,41.8,10.8
cognition,cog110,,11.4,,14.3,10.3,63.93,13.25
cognition,cog111,,11.8,,13.5,9.9,59.64,10.4
cognition,cog112,,15.3,,16.8,13.2,40.38,8.9
cognition,cog113,,13.6,,14.6,12.2,42.92,10.5
cognition,cog114,,15.1,,16.0,12.7,47.01,11.875
cognition,cog115,,12.6,,12.9,10.3,53.1,11.875
cognition,cog116,,14.1,,16.1,12.5,42.0,12.375
cognition,cog117,,13.5,,13.8,12.2,42.92,7.83333333333
cognition,cog118,,16.2,,21.5,17.0,35.85,12.0
cognition,cog119,,14.9,,16.5,12.9,41.09,12.25
cognition,cog120,,14.5,,15.6,12.5,47.42,13.625
cognition,cog121,,16.2,,18.8,14.9,35.91,12.5
cognition,cog122,,13.0,,14.6,11.0,56.79,10.2
cognition,cog123,,15.7,,18.0,13.6,39.26,18.8333333333
cognition,cog124,,16.0,,17.7,15.3,34.9,17.0
cognition,cog125,,16.5,,17.9,14.9,30.5,11.625
cognition,cog126,,15.7,,17.5,13.9,38.35,18.0
cognition,cog127,,15.8,,17.9,14.6,36.73,12.875
cognition,cog128,,13.9,,14.3,11.3,50.67,8.7
cognition,cog129,,14.7,,16.2,12.7,41.7,17.1666666667
cognition,cog130,,13.5,,15.7,12.3,47.93,16.8333333333
cognition,cog131,,17.1,,19.7,16.8,25.63,26.5
cognition,cog132,,14.6,,15.6,13.9,33.14,11.5
cognition,cog133,,15.0,,17.3,14.1,32.63,14.875
cognition,cog134,,14.0,,16.2,13.0,46.3,26.0
cognition,cog135,,17.3,,20.0,16.2,27.15,11.875
cognition,cog136,,19.1,,23.9,18.0,22.48,8.6
cognition,cog137,,13.1,,14.3,11.4,50.26,10.3
cognition,cog138,,15.0,,16.3,13.4,39.77,12.625
cognition,cog139,,14.1,,14.9,12.4,42.41,10.3
